Working Since (Date),Gender,Work Type,Pay Grade,Current Resources,Mental Fatigue Score,Burn Rate,Employee Position
2020-12-29,Male,Unorganised,1,3,6.3,0.56,Maintenance Staff
2023-05-03,Male,Unorganised,3,8,4.9,0.33,Housekeeping Manager
2019-01-04,Female,Organised,0,3,2.6,0.65,Cleaner
2024-04-26,Male,Organised,2,7,2,0.71,Maintenance Staff
2024-04-14,Female,Unorganised,0,6,6.3,0.28,Laundry Attendant
2022-04-07,Female,Unorganised,1,2,7.5,0.8,Housekeeper
2023-09-02,Male,Organised,0,10,3.1,0.48,Maintenance Staff
2024-02-10,Male,Organised,1,8,8,0.49,Janitor
2019-08-11,Female,Unorganised,1,3,7.6,0.29,Housekeeping Manager
2024-07-23,Female,Organised,2,5,6.7,0.67,Security Guard
2020-07-31,Male,Unorganised,1,6,5.6,0.68,Housekeeper
2023-04-19,Male,Organised,1,8,4.4,0.35,Security Guard
2018-04-10,Male,Unorganised,4,7,4.3,0.34,Maintenance Staff
2018-06-12,Male,Organised,3,2,5.7,0.35,Maintenance Staff
2018-12-29,Female,Organised,4,1,6.2,0.16,Janitor
2019-10-03,Female,Unorganised,1,3,7.3,0.72,Security Guard
2020-06-29,Male,Organised,1,9,6.9,0.28,Maintenance Staff
2020-07-09,Male,Unorganised,4,2,9.1,0.38,Housekeeping Manager
2024-10-26,Female,Organised,3,8,6.4,0.46,Maintenance Staff
2019-04-08,Male,Organised,0,2,10,0.79,Laundry Attendant
2019-09-25,Male,Unorganised,0,10,5.6,0.59,Cook
2020-05-26,Female,Unorganised,4,10,8,0.59,Cleaner
2022-07-29,Female,Unorganised,1,6,5.8,0.19,Security Guard
2021-10-30,Female,Unorganised,2,3,6.4,0.26,Housekeeper
2023-10-29,Male,Unorganised,2,8,6.7,0.42,Maintenance Staff
2019-09-12,Female,Unorganised,0,4,3.1,0,Maintenance Staff
2021-06-26,Male,Unorganised,2,7,6.9,0.57,Security Guard
2020-12-23,Female,Unorganised,1,6,7.4,0.33,Kitchen Helper
2019-05-30,Female,Organised,1,3,5.9,0.38,Security Guard
2022-11-21,Male,Unorganised,3,7,3.8,0.4,Maintenance Staff
2019-05-08,Female,Unorganised,2,9,6.8,0.62,Security Guard
2024-08-23,Male,Organised,1,3,9.1,0.55,Cleaner
2024-12-13,Male,Organised,4,5,9.2,0.36,Laundry Attendant
2019-11-25,Female,Unorganised,0,5,3.9,0.85,Janitor
2023-02-06,Male,Unorganised,0,10,3.1,0.8,Janitor
2023-05-08,Male,Organised,2,7,6.8,0.57,Cook
2022-05-07,Female,Unorganised,1,7,4.3,0.29,Cook
2023-02-11,Male,Organised,0,1,7.4,0.94,Maintenance Staff
2024-10-07,Male,Unorganised,4,5,5.3,0.4,Housekeeper
2020-07-30,Male,Organised,2,2,7.5,0.22,Security Guard
2019-11-22,Female,Organised,0,6,3.1,0.36,Maintenance Staff
2019-11-11,Male,Organised,4,8,5.4,0.72,Housekeeping Manager
2019-02-08,Male,Unorganised,2,7,4.7,0.39,Security Guard
2020-05-28,Male,Organised,0,4,6.1,0.46,Housekeeping Manager
2022-06-05,Female,Organised,4,9,8.7,0.66,Cleaner
2019-03-17,Female,Organised,2,2,2.6,0.33,Laundry Attendant
2020-03-08,Male,Unorganised,0,7,2.6,0.47,Kitchen Helper
2018-12-22,Male,Unorganised,2,6,7.6,0.37,Kitchen Helper
2020-07-23,Female,Unorganised,3,1,7.9,0.51,Security Guard
2020-07-15,Female,Unorganised,1,6,8.3,0.32,Cook
2022-06-22,Female,Unorganised,2,8,3.1,0.65,Housekeeping Manager
2021-01-10,Female,Unorganised,1,2,5.3,0.57,Cook
2024-09-09,Female,Unorganised,1,8,4.7,0.68,Cook
2024-03-10,Female,Unorganised,4,7,7.5,0.44,Cook
2022-11-17,Female,Unorganised,4,1,9.1,0.18,Cleaner
2024-09-15,Male,Organised,2,6,3.8,0.66,Housekeeper
2024-03-04,Male,Unorganised,4,1,7.6,0.94,Security Guard
2018-01-11,Female,Organised,2,3,3.9,0.53,Cook
2019-09-28,Female,Unorganised,2,7,5.8,0.22,Janitor
2022-04-05,Male,Unorganised,2,5,7.7,0.6,Laundry Attendant
2023-10-27,Male,Unorganised,1,3,6.8,0.51,Housekeeper
2023-02-20,Male,Unorganised,2,2,5.7,0.85,Janitor
2020-03-13,Male,Unorganised,0,6,10,0.41,Laundry Attendant
2021-07-28,Female,Organised,1,3,6.3,0.51,Cleaner
2021-03-15,Male,Organised,1,2,0.8,0.15,Cook
2023-12-27,Female,Unorganised,2,4,9.2,0.35,Security Guard
2021-04-05,Male,Organised,3,9,2.6,0.33,Laundry Attendant
2024-06-08,Female,Organised,4,5,0.8,0.42,Security Guard
2018-07-17,Male,Organised,2,7,0,0.45,Maintenance Staff
2023-02-02,Female,Organised,3,10,7,0.81,Maintenance Staff
2019-05-22,Female,Organised,0,1,1.8,0.61,Housekeeper
2018-08-31,Male,Unorganised,0,4,5.3,0.26,Housekeeping Manager
2019-06-28,Male,Organised,3,1,5.8,0.18,Housekeeping Manager
2020-02-19,Male,Organised,4,7,6.4,0.26,Housekeeper
2022-07-10,Male,Unorganised,3,2,5.6,0.48,Cleaner
2022-10-25,Male,Organised,1,5,8.2,0.76,Cleaner
2020-03-15,Female,Unorganised,4,8,6.7,0.7,Cleaner
2021-11-05,Female,Organised,1,5,6.8,0.42,Maintenance Staff
2021-12-10,Female,Organised,4,1,5.4,0.37,Janitor
2020-04-02,Male,Unorganised,1,2,2.9,0.36,Security Guard
2019-07-26,Male,Organised,0,10,4.7,0,Housekeeper
2018-04-23,Female,Unorganised,0,3,6.9,0.26,Housekeeper
2018-05-08,Female,Unorganised,4,10,6.7,0.63,Cook
2022-08-27,Female,Organised,3,9,5.8,0.8,Maintenance Staff
2023-10-12,Female,Unorganised,1,6,4.9,0.94,Security Guard
2024-11-22,Male,Organised,4,5,6.4,0.67,Housekeeper
2021-05-15,Male,Unorganised,3,3,4.4,0.22,Maintenance Staff
2020-04-20,Male,Unorganised,4,2,3.6,0.79,Laundry Attendant
2024-08-12,Female,Unorganised,0,2,4,0.11,Kitchen Helper
2018-08-18,Male,Organised,4,9,0.8,0.39,Cook
2020-09-08,Female,Organised,1,5,4.3,0.27,Kitchen Helper
2023-09-08,Female,Organised,1,2,6.4,0.35,Kitchen Helper
2022-02-11,Male,Organised,3,3,6.1,0.49,Laundry Attendant
2024-09-26,Female,Unorganised,2,2,3.1,0.16,Maintenance Staff
2019-05-02,Female,Unorganised,4,5,10,0.62,Security Guard
2022-04-16,Male,Unorganised,2,4,7.4,0.67,Kitchen Helper
2022-01-03,Female,Organised,1,4,7,0.8,Housekeeper
2024-04-16,Female,Unorganised,1,9,10,0.81,Housekeeping Manager
2023-05-11,Female,Organised,2,4,10,0.76,Cook
2020-06-26,Male,Organised,2,2,9.1,0.04,Maintenance Staff
2020-08-31,Female,Unorganised,2,3,3.6,0.59,Laundry Attendant
2018-09-23,Male,Organised,2,3,8.3,0,Cleaner
2019-06-09,Female,Organised,2,2,7,0.49,Security Guard
2022-08-28,Female,Organised,0,10,0.8,0.57,Janitor
2024-07-03,Male,Unorganised,4,2,7.5,0.41,Laundry Attendant
2021-09-01,Female,Unorganised,4,10,7.9,0.61,Janitor
2018-11-18,Male,Unorganised,0,6,7.4,0.33,Laundry Attendant
2020-05-15,Female,Unorganised,2,5,7.3,0.79,Security Guard
2022-03-11,Female,Organised,2,6,9.1,0.38,Maintenance Staff
2020-06-14,Male,Unorganised,3,2,6.7,0.91,Cleaner
2019-12-03,Male,Organised,0,8,10,0.62,Cook
2023-11-30,Female,Unorganised,3,2,7.9,0.63,Housekeeper
2020-08-10,Female,Organised,3,7,9.2,0.37,Security Guard
2020-12-22,Female,Organised,3,9,7.7,0.55,Janitor
2022-03-02,Female,Organised,0,7,2.6,0.7,Laundry Attendant
2018-03-02,Male,Unorganised,2,7,5.6,0.76,Housekeeper
2018-11-20,Female,Organised,1,10,5.8,0.6,Housekeeping Manager
2019-05-07,Male,Organised,3,3,1.8,0.63,Laundry Attendant
2018-01-18,Female,Unorganised,4,2,6.6,0.12,Cook
2020-03-25,Male,Organised,3,4,9.1,0.45,Cleaner
2023-09-29,Male,Unorganised,3,8,1.8,0.41,Cleaner
2018-09-24,Male,Unorganised,1,9,2.9,0.62,Kitchen Helper
2023-06-11,Male,Organised,4,8,8.7,0.11,Kitchen Helper
2021-09-18,Male,Organised,1,7,3.8,0.36,Security Guard
2024-02-22,Male,Organised,3,8,7.6,0.56,Housekeeping Manager
2023-09-28,Female,Organised,1,1,4.4,0.57,Janitor
2020-12-20,Male,Organised,3,1,3.8,0.68,Cook
2022-10-12,Female,Organised,0,5,5.6,0.46,Janitor
2023-02-22,Male,Unorganised,4,2,8.7,0.94,Housekeeper
2021-10-17,Female,Organised,3,3,5.5,0.79,Kitchen Helper
2019-02-09,Female,Unorganised,0,7,5.4,0.46,Laundry Attendant
2018-12-26,Female,Organised,4,7,10,0.27,Cook
2018-08-10,Male,Unorganised,0,5,2.9,0.81,Cleaner
2022-04-19,Male,Organised,2,5,7.9,0.7,Housekeeper
2024-06-24,Female,Organised,3,9,4.1,0.62,Maintenance Staff
2020-03-25,Male,Organised,4,1,6.3,0.68,Security Guard
2024-07-21,Female,Unorganised,4,4,6.9,0.28,Maintenance Staff
2020-06-10,Male,Unorganised,0,5,5.8,0.2,Cook
2022-09-09,Male,Unorganised,2,5,1.8,0.27,Security Guard
2023-04-04,Male,Unorganised,2,9,6.2,0.34,Kitchen Helper
2022-12-02,Male,Unorganised,0,4,3.6,0.44,Maintenance Staff
2024-05-16,Female,Organised,3,10,6.2,0.56,Janitor
2024-09-26,Male,Unorganised,4,8,7.7,0.72,Security Guard
2022-10-31,Male,Organised,2,10,6.2,0.76,Housekeeper
2019-03-10,Female,Organised,3,4,5.9,0.2,Security Guard
2019-08-17,Female,Unorganised,4,7,5.8,0.18,Housekeeping Manager
2021-01-09,Male,Unorganised,4,3,5.6,0.61,Housekeeping Manager
2021-12-15,Male,Unorganised,3,1,9.2,0.35,Maintenance Staff
2019-07-16,Male,Organised,3,5,7.5,0.11,Cook
2024-02-04,Female,Unorganised,3,2,8,0.56,Security Guard
2021-05-06,Female,Unorganised,2,7,4,0.04,Kitchen Helper
2019-05-02,Male,Organised,1,2,5,0.6,Cleaner
2020-11-30,Male,Unorganised,1,9,7.7,0.26,Kitchen Helper
2019-03-31,Female,Organised,3,7,6,0.79,Janitor
2021-04-13,Female,Organised,0,3,6.4,0,Kitchen Helper
2019-05-15,Female,Unorganised,0,5,2.9,0.67,Housekeeper
2024-09-18,Female,Unorganised,2,5,5.3,0.36,Housekeeping Manager
2018-08-16,Female,Unorganised,2,3,4.4,0.63,Cook
2020-07-19,Female,Unorganised,2,5,3.9,0.34,Laundry Attendant
2018-05-04,Male,Organised,2,10,7.7,0.65,Laundry Attendant
2018-03-17,Female,Unorganised,4,4,7.9,0.18,Housekeeping Manager
2024-01-03,Female,Unorganised,1,10,4.9,0.55,Maintenance Staff
2024-09-29,Female,Organised,0,9,6.4,0.28,Cook
2021-09-17,Female,Organised,1,4,3.6,0,Security Guard
2020-06-28,Male,Organised,3,9,5.1,0.49,Kitchen Helper
2019-03-21,Female,Organised,1,10,5.3,0.44,Maintenance Staff
2023-08-10,Female,Organised,3,3,4.4,0.15,Laundry Attendant
2021-09-06,Male,Unorganised,4,5,9.1,0.04,Maintenance Staff
2020-03-01,Male,Unorganised,0,1,9.2,0.22,Laundry Attendant
2019-09-07,Male,Unorganised,0,8,1.8,0.57,Cleaner
2020-04-29,Female,Organised,3,6,7.7,0.67,Cleaner
2024-12-05,Female,Organised,1,2,3,0.26,Laundry Attendant
2023-03-02,Male,Unorganised,4,8,6.6,0.62,Housekeeper
2018-01-18,Male,Organised,4,8,8,0.32,Security Guard
2020-03-30,Female,Unorganised,4,10,4,0.22,Housekeeper
2018-06-11,Male,Unorganised,4,2,9.1,0.36,Cleaner
2022-04-28,Male,Organised,3,1,9.2,0.7,Housekeeping Manager
2022-07-25,Female,Organised,1,7,0.8,0.79,Cleaner
2019-10-20,Female,Unorganised,4,2,0,0.19,Housekeeper
2020-07-19,Male,Unorganised,0,8,3,0.26,Security Guard
2018-05-27,Female,Organised,0,8,6.3,0.42,Maintenance Staff
2020-05-01,Female,Unorganised,0,2,4.7,0.8,Maintenance Staff
2023-10-18,Female,Unorganised,3,3,4,0.79,Housekeeper
2019-07-31,Male,Organised,2,4,7.4,0.85,Cook
2022-02-05,Male,Organised,1,4,2.6,0.31,Cleaner
2020-08-14,Male,Unorganised,4,7,2.6,0.45,Kitchen Helper
2020-10-14,Male,Organised,4,3,5.8,0.27,Cleaner
2019-05-16,Male,Unorganised,3,4,6.8,0.35,Housekeeper
2024-07-13,Male,Organised,1,1,8,0.72,Kitchen Helper
2018-10-27,Female,Organised,2,1,4.9,0.22,Cleaner
2021-03-13,Female,Unorganised,4,7,10,0.85,Laundry Attendant
2023-12-23,Female,Unorganised,3,4,7.4,0.48,Cook
2018-10-25,Male,Organised,3,4,6.1,0.39,Cook
2019-12-20,Male,Organised,4,4,1.8,0.05,Cleaner
2019-08-14,Male,Organised,0,10,7,0.43,Housekeeping Manager
2022-09-29,Male,Organised,2,5,6.7,0.33,Maintenance Staff
2021-07-11,Female,Unorganised,0,3,6,0.79,Kitchen Helper
2024-01-05,Male,Unorganised,4,6,5.7,0.91,Housekeeper
2021-05-22,Female,Unorganised,2,9,4.7,0.46,Cook
2024-04-25,Male,Unorganised,1,2,8.2,0.46,Laundry Attendant
2022-10-15,Male,Unorganised,3,4,5.5,0,Maintenance Staff
2022-09-01,Male,Organised,2,4,5.6,0.6,Maintenance Staff
2020-08-02,Female,Organised,3,10,6.5,0.35,Laundry Attendant
2019-11-24,Female,Unorganised,1,6,5.4,0.62,Laundry Attendant
2019-04-20,Male,Unorganised,2,1,3.8,0.47,Housekeeper
2018-05-13,Female,Organised,0,4,7.5,0.46,Kitchen Helper
2023-10-04,Female,Organised,4,2,3,0.47,Housekeeping Manager
2022-07-03,Female,Organised,4,1,4.9,0.85,Cook
2023-01-11,Female,Unorganised,3,2,5.8,0.39,Janitor
2023-09-20,Male,Organised,1,3,6.7,0.67,Laundry Attendant
2022-12-16,Female,Organised,1,4,2,0.2,Janitor
2023-01-06,Female,Organised,3,7,2,0.39,Housekeeping Manager
2024-07-23,Female,Organised,0,4,5.4,0.26,Cleaner
2023-12-22,Female,Organised,3,7,10,0.52,Kitchen Helper
2020-07-20,Male,Unorganised,3,1,5.8,0.76,Housekeeping Manager
2020-07-19,Female,Unorganised,0,2,5.8,0.44,Maintenance Staff
2023-12-11,Male,Organised,0,7,6.9,0.04,Kitchen Helper
2022-04-04,Female,Unorganised,1,5,6.2,0.12,Laundry Attendant
2022-02-15,Female,Organised,3,3,6.2,0.04,Kitchen Helper
2020-08-01,Female,Organised,3,2,4,0.61,Janitor
2024-04-24,Male,Organised,3,6,6.7,0.37,Housekeeping Manager
2024-05-04,Female,Organised,3,5,6.5,0.94,Cook
2020-08-02,Male,Unorganised,1,2,4.3,0.18,Kitchen Helper
2020-12-24,Female,Organised,1,9,3.1,0.52,Janitor
2020-05-13,Female,Unorganised,2,5,5.4,0.46,Janitor
2020-07-23,Male,Unorganised,3,4,2.9,0.27,Maintenance Staff
2020-10-19,Female,Organised,0,9,4.1,0.28,Cleaner
2021-11-11,Male,Organised,1,3,6.3,0,Housekeeper
2021-01-16,Male,Organised,3,2,6.1,0.36,Maintenance Staff
2023-11-14,Female,Unorganised,2,7,6.8,0.85,Security Guard
2024-09-07,Male,Unorganised,2,1,6.8,0.39,Cook
2018-03-01,Female,Organised,4,7,2.6,0.81,Housekeeper
2021-10-05,Male,Unorganised,3,2,7.7,0.04,Housekeeper
2021-12-08,Female,Organised,4,10,5.9,0.52,Maintenance Staff
2022-01-11,Male,Unorganised,1,3,3.6,0.47,Housekeeper
2023-08-21,Female,Organised,3,9,5.5,0.52,Cook
2018-08-30,Male,Organised,0,7,7.9,0.36,Maintenance Staff
2023-03-05,Female,Organised,1,4,6.7,0.53,Cleaner
2023-06-30,Female,Organised,0,5,7.7,0.48,Kitchen Helper
2023-10-28,Male,Organised,4,6,3.9,0.12,Housekeeping Manager
2020-03-05,Male,Organised,2,10,7.5,0.45,Maintenance Staff
2021-10-20,Male,Unorganised,1,9,9.1,0.67,Laundry Attendant
2024-06-18,Male,Organised,0,5,7.4,0.36,Laundry Attendant
2024-05-31,Female,Organised,0,4,4.7,0.94,Maintenance Staff
2021-11-13,Female,Unorganised,4,5,4.1,0.05,Housekeeping Manager
2024-01-26,Male,Unorganised,3,8,1.8,0.62,Maintenance Staff
2022-04-08,Male,Organised,0,3,7.9,0.52,Cook
2023-07-10,Female,Unorganised,3,5,5.3,0.71,Janitor
2019-07-15,Female,Organised,1,5,3.6,0.76,Cook
2024-02-17,Male,Unorganised,2,3,5.3,0.51,Kitchen Helper
2018-11-22,Female,Organised,0,5,6.9,0.48,Maintenance Staff
2023-10-05,Male,Organised,3,9,6.5,0.71,Maintenance Staff
2020-10-12,Female,Organised,2,3,6.3,0.34,Janitor
2018-09-05,Male,Organised,3,2,8.7,0.42,Laundry Attendant
2018-03-23,Female,Organised,2,2,7.3,0.29,Kitchen Helper
2018-08-31,Male,Unorganised,2,6,6.3,0.5,Housekeeping Manager
2022-02-05,Male,Organised,3,1,0,0.41,Housekeeper
2020-09-17,Male,Organised,1,8,4.9,0.36,Cook
2020-12-22,Female,Organised,4,3,7.5,0.15,Housekeeper
2024-03-01,Female,Organised,4,9,4.9,0.51,Housekeeper
2020-01-30,Male,Organised,3,4,6,0.91,Cook
2023-07-24,Male,Organised,1,5,2.9,0.37,Cook
2024-10-13,Female,Organised,0,3,8,0.7,Janitor
2023-10-23,Female,Unorganised,4,8,0.8,0.52,Laundry Attendant
2020-08-26,Male,Unorganised,0,9,4.3,0.79,Housekeeper
2018-05-02,Female,Organised,4,7,6.4,0.28,Security Guard
2018-01-21,Male,Unorganised,4,5,8.7,0.55,Housekeeping Manager
2021-01-29,Male,Organised,0,7,6.6,0.44,Laundry Attendant
2019-04-07,Male,Organised,1,5,7.7,0.68,Janitor
2021-05-27,Female,Organised,2,4,10,0.94,Maintenance Staff
2019-05-23,Female,Unorganised,3,5,7.7,0.63,Maintenance Staff
2018-04-25,Female,Unorganised,0,6,0.8,0.91,Maintenance Staff
2019-04-28,Male,Organised,0,4,2,0.38,Housekeeping Manager
2023-08-02,Female,Organised,0,3,6.5,0.5,Maintenance Staff
2021-02-03,Female,Unorganised,0,6,10,0.61,Kitchen Helper
2018-01-13,Male,Unorganised,4,6,6.3,0.43,Cleaner
2018-08-27,Male,Organised,2,5,5.8,0.18,Housekeeping Manager
2019-01-31,Male,Unorganised,4,10,10,0.48,Maintenance Staff
2021-02-03,Male,Unorganised,0,2,3.9,0.16,Security Guard
2023-01-11,Female,Organised,2,1,5.7,0.36,Janitor
2020-12-01,Female,Organised,0,5,5.9,0.62,Security Guard
2021-09-22,Female,Unorganised,2,10,4.3,0.51,Kitchen Helper
2024-09-09,Male,Organised,4,3,6,0.26,Cleaner
2022-01-12,Female,Organised,0,9,1.8,0.18,Cleaner
2020-01-06,Female,Organised,3,4,5.1,0.94,Cook
2019-06-04,Female,Organised,2,5,4.1,0.43,Security Guard
2019-11-01,Male,Unorganised,0,9,7.3,0.52,Janitor
2024-03-26,Female,Organised,4,10,5.4,0.36,Security Guard
2019-12-22,Female,Organised,4,9,5.7,0.26,Maintenance Staff
2023-03-25,Female,Unorganised,2,6,10,0.5,Cook
2019-02-21,Female,Organised,0,2,7.4,0.41,Cook
2022-07-01,Female,Unorganised,4,1,5.1,0.48,Housekeeping Manager
2020-01-29,Male,Organised,2,3,8,0.32,Laundry Attendant
2020-10-12,Female,Organised,1,1,5.6,0.12,Housekeeper
2022-09-10,Female,Organised,2,1,8,0.31,Laundry Attendant
2023-02-23,Male,Unorganised,4,9,3,0.32,Kitchen Helper
2023-01-09,Female,Unorganised,1,4,1.8,0.43,Kitchen Helper
2018-08-20,Male,Organised,1,10,7.5,0.79,Laundry Attendant
2018-01-27,Female,Unorganised,1,2,5.1,0.65,Security Guard
2020-05-22,Male,Organised,1,8,6.6,0.45,Janitor
2018-04-03,Female,Organised,1,2,3,0.72,Janitor
2020-12-24,Female,Organised,0,10,10,0.38,Security Guard
2024-01-23,Female,Unorganised,4,3,5.4,0.48,Security Guard
2018-05-20,Male,Organised,0,9,7.7,0.44,Cook
2020-04-18,Female,Organised,3,5,6,0.5,Security Guard
2019-12-11,Male,Unorganised,1,5,1.8,0.47,Security Guard
2024-11-01,Male,Organised,2,7,5.5,0.72,Janitor
2023-10-26,Male,Organised,2,5,6.1,0.04,Kitchen Helper
2021-05-30,Male,Unorganised,3,4,7,0.11,Security Guard
2022-12-19,Male,Organised,2,8,0,0.32,Maintenance Staff
2021-02-27,Female,Organised,1,2,4.3,0.62,Security Guard
2024-04-21,Male,Organised,1,2,4.7,0.39,Kitchen Helper
2018-06-04,Female,Organised,3,1,2,0.66,Cook
2020-01-27,Male,Organised,1,5,3.1,0.55,Housekeeping Manager
2024-06-15,Male,Organised,1,2,4.3,0.52,Janitor
2020-12-10,Male,Unorganised,0,7,0,0.53,Housekeeper
2023-04-07,Female,Organised,3,2,5.8,0.59,Cleaner
2023-05-13,Female,Organised,0,4,6.5,0.65,Housekeeper
2024-01-29,Female,Unorganised,2,2,5.5,0.12,Laundry Attendant
2021-10-10,Female,Unorganised,2,3,6.8,0.63,Laundry Attendant
2019-01-31,Male,Organised,2,2,5.3,0.61,Housekeeping Manager
2024-04-15,Female,Organised,1,2,9.2,0.7,Cook
2018-01-14,Female,Unorganised,1,8,2.9,0.61,Housekeeper
2018-08-23,Female,Unorganised,4,9,5.7,0.53,Laundry Attendant
2019-09-07,Male,Organised,1,2,6.7,0.37,Housekeeping Manager
2023-12-05,Female,Organised,2,4,8.3,0.04,Housekeeper
2019-09-14,Male,Unorganised,3,1,7.7,0.27,Maintenance Staff
2020-08-30,Female,Organised,0,7,5.8,0.28,Housekeeping Manager
2022-11-18,Female,Organised,0,4,6.2,0.05,Housekeeping Manager
2019-01-15,Male,Unorganised,2,8,3.8,0.57,Cook
2023-09-11,Female,Organised,0,2,3.8,0.15,Janitor
2018-07-12,Male,Organised,1,9,5.8,0.85,Kitchen Helper
2022-08-20,Male,Organised,2,4,7.4,0.43,Maintenance Staff
2022-11-21,Male,Organised,2,6,3.1,0.8,Laundry Attendant
2023-06-23,Female,Organised,2,3,8,0.16,Cleaner
2024-11-20,Male,Organised,3,2,6.4,0.2,Laundry Attendant
2022-05-14,Female,Unorganised,3,5,6.9,0.72,Janitor
2021-02-21,Female,Unorganised,1,4,4.1,0.27,Housekeeping Manager
2022-07-31,Male,Organised,1,3,2.6,0.56,Laundry Attendant
2019-08-22,Female,Unorganised,2,1,8.7,0.46,Laundry Attendant
2024-09-02,Female,Unorganised,4,9,5.9,0.85,Housekeeping Manager
2020-10-12,Male,Unorganised,1,4,5.3,0.48,Cleaner
2021-02-27,Female,Organised,4,10,0,0.34,Maintenance Staff
2024-06-23,Female,Unorganised,0,4,6.6,0.26,Housekeeping Manager
2024-12-09,Female,Unorganised,2,1,1.8,0.04,Maintenance Staff
2022-06-09,Male,Unorganised,0,9,7,0.94,Cook
2023-02-11,Female,Unorganised,1,7,5.7,0.5,Maintenance Staff
2018-10-11,Male,Organised,0,4,4.3,0.65,Janitor
2022-05-14,Female,Unorganised,0,8,8.3,0.35,Cook
2020-01-20,Male,Unorganised,4,7,3.6,0.5,Laundry Attendant
2022-10-22,Female,Unorganised,2,10,5,0.56,Housekeeper
2020-04-15,Male,Organised,2,8,4.9,0.49,Janitor
2019-04-25,Male,Organised,2,1,2.9,0.11,Janitor
2019-04-14,Female,Unorganised,3,2,2.6,0.49,Laundry Attendant
2024-04-10,Female,Organised,1,6,0.8,0.81,Kitchen Helper
2018-05-05,Female,Organised,4,10,7.9,0.36,Janitor
2019-03-30,Female,Unorganised,1,1,6.1,0.8,Laundry Attendant
2018-03-23,Male,Unorganised,4,3,5.8,0.85,Housekeeper
2019-05-23,Female,Organised,3,7,6.6,0.94,Cleaner
2023-10-31,Male,Unorganised,2,8,6.6,0.37,Janitor
2020-05-06,Female,Organised,2,2,6.8,0.43,Cook
2024-04-28,Male,Unorganised,3,2,2.6,0.19,Housekeeping Manager
2023-04-25,Male,Organised,3,5,5.5,0.15,Housekeeping Manager
2021-09-12,Female,Organised,4,2,7.7,0.52,Cook
2020-06-14,Male,Organised,4,3,5.4,0.59,Janitor
2024-10-17,Male,Unorganised,2,2,7.9,0.46,Laundry Attendant
2024-06-27,Female,Organised,0,5,5.6,0.62,Housekeeper
2022-11-07,Male,Unorganised,0,6,7.3,0.7,Kitchen Helper
2018-01-18,Female,Unorganised,3,6,5.6,0.35,Housekeeper
2021-12-14,Male,Organised,2,4,5.9,0.4,Cleaner
2020-06-07,Female,Unorganised,3,9,7.5,0.2,Cleaner
2021-10-15,Male,Unorganised,1,9,5.6,0.61,Kitchen Helper
2019-03-30,Male,Unorganised,2,8,7.7,0.65,Housekeeper
2023-01-19,Female,Organised,1,6,1.8,0.38,Cleaner
2023-07-05,Male,Organised,1,9,6.7,0.72,Security Guard
2023-07-27,Female,Unorganised,3,1,5.3,0.27,Kitchen Helper
2018-03-28,Male,Organised,0,1,1.8,0.8,Security Guard
2024-05-04,Female,Organised,4,8,6,0.28,Housekeeper
2024-07-15,Female,Unorganised,2,1,5.8,0.56,Housekeeper
2020-02-06,Female,Organised,0,10,4.9,0.76,Cook
2023-11-08,Male,Unorganised,2,1,5.4,0.32,Maintenance Staff
2022-08-29,Male,Unorganised,4,8,6.2,0.5,Cleaner
2021-08-15,Male,Unorganised,4,5,7.7,0.43,Security Guard
2018-11-22,Male,Unorganised,3,6,7,0.22,Housekeeping Manager
2019-05-03,Female,Organised,2,2,3.8,0.66,Maintenance Staff
2021-01-06,Male,Unorganised,4,6,10,0.12,Security Guard
2022-04-29,Female,Unorganised,3,1,5.1,0.63,Security Guard
2020-09-07,Male,Organised,3,5,8.3,0.36,Housekeeping Manager
2024-07-11,Male,Unorganised,0,3,4.4,0.49,Housekeeping Manager
2024-07-16,Male,Unorganised,4,8,8.3,0.33,Housekeeper
2022-10-13,Female,Unorganised,1,2,5.9,0.22,Janitor
2020-07-01,Female,Organised,3,1,6.4,0.49,Cleaner
2019-03-02,Female,Unorganised,4,2,4.4,0.44,Housekeeper
2019-12-27,Male,Unorganised,0,6,7.6,0.15,Housekeeping Manager
2022-03-06,Male,Organised,0,3,8.2,0.19,Housekeeping Manager
2019-02-09,Male,Unorganised,3,7,3.9,0.34,Janitor
2020-12-28,Female,Unorganised,3,6,6.5,0.33,Cook
2023-03-08,Male,Unorganised,3,9,7.4,0.11,Kitchen Helper
2022-02-16,Male,Organised,1,2,4.7,0.8,Cleaner
2018-10-25,Male,Organised,3,1,6.1,0.48,Laundry Attendant
2019-07-27,Male,Unorganised,2,3,2,0.38,Kitchen Helper
2021-01-31,Male,Unorganised,0,9,6.8,0.28,Housekeeping Manager
2020-03-07,Female,Organised,3,4,8.2,0.12,Maintenance Staff
2022-05-24,Female,Organised,4,9,5.9,0.66,Maintenance Staff
2024-12-18,Male,Organised,4,1,6.4,0.68,Cook
2019-11-05,Male,Organised,2,5,5.4,0.26,Laundry Attendant
2020-11-11,Male,Organised,3,4,4.9,0.52,Maintenance Staff
2020-12-26,Male,Organised,2,10,8.2,0.71,Security Guard
2020-09-26,Female,Unorganised,3,9,4,0.12,Security Guard
2021-11-08,Female,Unorganised,3,9,6.8,0.4,Security Guard
2021-03-30,Female,Organised,3,1,5.3,0.8,Cook
